"package","D.Obs","P0","P1"
"eliveinstaller",2.79662005718731,0.21,0.705
"elive.nurse",3.04732285058544,0.22,0.72
"eliveremote",2.74087773387232,0.2125,0.705
"elive.security",2.72027924518941,0.2375,0.6825
"elive.skel.default.all",2.19118714949239,0.2175,0.6825
"elive.skel.default.vim",2.79477025977825,0.225,0.7575
"elive.sounds",2.13838556762544,0.235,0.68
"elive.tools",2.48018995265608,0.2225,0.7175
"elive.udev",2.80784046349983,0.2225,0.71
"eltrans",2.81287898061575,0.23,0.735
"e.menus",2.04632494979578,0.1775,0.72
"emodule.ecomorph",2.18402569415469,0.1925,0.675
"emodule.ecomorph.data",2.28838853793495,0.2,0.72
"emodule.engage",2.21505951533309,0.2275,0.7125
"emodule.engage.data",2.47581060046029,0.195,0.7175
"emodule.internet",2.89171821823799,0.2375,0.7075
"emodule.internet.data",3.138923922843,0.22,0.7025
"enventor",2.81173052775418,0.2425,0.7125
"enventor.data",2.42014276812918,0.2275,0.695
"erigo",2.44278916093101,0.2325,0.72
"erigo.data",2.42065870582582,0.195,0.72
"eruler",2.40626182697439,0.205,0.7275
"eruler.data",2.26573662984782,0.215,0.695
"e.stable",2.90821613692984,0.215,0.74
"e.stable.data",2.5979120552645,0.23,0.7275
"e.stable.dbg",2.41525426119952,0.2125,0.7
"e.stable.dev",4.30139673387249,0.21,0.755
"e.theme.detourious",2.63972171011015,0.2325,0.705
"e.wallpaper.communication",2.80895553402876,0.1975,0.7425
"e.wallpaper.communication.minimalistic",2.02808734493609,0.2125,0.64
"e.wallpaper.zeitgeist",4.04034753085402,0.23,0.745
"fasd",2.56969772423435,0.195,0.7225
"festvox.us.artic.hts",2.98808198426322,0.2525,0.735
"fonts.knda.extra",2.78270768280795,0.0275,0.885
"g.dialer",2.34355568608211,0.19,0.715
"gftp",2.2728272491795,0.01,0.9525
"gftp.text",2.28664520342453,0.0125,0.9575
"gnome.settings.daemon.compat.notinstalled",2.98244716042543,0.2175,0.735
"google.talkplugin",1.8385282932921,0.0425,0.7975
"gptsync",3.38565056769097,0.065,0.885
"hebernate",2.25027202493121,0.2,0.7075
"konqueror.compat.notinstalled",2.20905850964984,0.21,0.6875
"libaften",0.776945942479531,0.29,0.41
"libecomp",2.42629815670139,0.2425,0.6925
"libecomp.bin",2.3226319938876,0.2275,0.7225
"libecomp.data",2.30390366831151,0.1975,0.71
"libedbus.bin",2.24016862900096,0.24,0.6675
"libefl",2.11308392210695,0.1925,0.715
"libefl.data",2.3883133263416,0.23,0.7125
"libefl.dbg",2.35365641226513,0.2125,0.6675
"libefl.dev",2.15787293570021,0.2025,0.7225
"libemotion.generic.players",2.8015128756566,0.215,0.725
"libescpr",0.188459136410878,0.4475,0.32
"libevas.generic.loaders",2.3226420605478,0.1975,0.73
"libewe",2.64613515993851,0.235,0.695
"libeweather",2.50991301632137,0.22,0.705
"libeweather.bin",2.04729001121105,0.205,0.6875
"libeweather.data",2.55225919295791,0.23,0.7
"libeweather.dev",2.96494982576446,0.1825,0.73
"libewe.data",2.46278094205369,0.185,0.7425
"libewe.dev",2.41097688343914,0.225,0.6925
"liblinebreak",0.970356403281817,0.2575,0.48
"liblinebreak.dev",1.75688257767058,0.2075,0.675
"libogmrip",2.65600626102165,0.225,0.715
"libreoffice.filter.mobiledev",1.32131907053502,0.0925,0.625
"libswresample",1.45232113363952,0.1425,0.6325
"megatools",2.23067478811511,0.2225,0.7325
"mprime.cpu",2.63377322715891,0.24,0.7125
"nautilus.compat.notinstalled",2.66928154142593,0.24,0.7
"ogmrip",2.36560348621723,0.215,0.7
"open.vm.dkms",2.55813823426613,0.205,0.7225
"paradise.or.oblivion",2.6755361136822,0.2325,0.715
"pcmanfm.compat.notinstalled",2.8192873791443,0.185,0.755
"periscope",2.74697829609374,0.25,0.705
"plymouth.themes.elive.generic",3.09550581040664,0.225,0.755
"programmers.kb.layout",2.70112891344941,0.22,0.7425
"pulseaudio.compat.notinstalled",2.77083763773426,0.26,0.72
"r",2.17849143458568,0.2125,0.6975
"rage.player",2.52617656718631,0.21,0.6925
"rage.player.data",2.27871494642502,0.215,0.6875
"refit",2.64100506032204,0.2525,0.725
"ruby.ffi.efl",3.53132853073094,0.21,0.75
"smb.admin",2.89782086731297,0.23,0.7
"smb.browser",2.68995100795098,0.2175,0.715
"supermariowar",3.00802585958382,0.245,0.7375
"supermariowar.data",2.63271111382894,0.21,0.7125
"thermal.daemon",2.29752006379972,0.22,0.7225
"thunar.audio.converter",3.83226763555606,0.235,0.76
"thunar.dropbox.plugin",2.14704852088939,0.2375,0.69
"thunar.image.resizer",3.71607694493717,0.2625,0.7475
"ttf.indic.fonts",0.791528738346986,0.265,0.4225
"ttf.sazanami.gothic",3.09586733994186,0.26,0.7125
"ttf.sazanami.mincho",1.1626664464808,0.235,0.535
"ttf.sil.gentium.basic",0.949615001039633,0.2025,0.4775
"vim.colorscheme.elive",2.82214974314621,0.235,0.7275
"vim.plugin.edc",2.56687029507885,0.23,0.705
"warning.messages",4.23455570251355,0.2625,0.76
"xbmc.data",2.78035805805974,0.2025,0.7325
"xbmc.skin.confluence",2.76800855689988,0.23,0.6975
"yad.data",2.73806372694819,0.2475,0.7275
"zsh.elive",2.49468476148864,0.235,0.6925
"zsh.prezto",2.30687164535838,0.1925,0.7075
"browser.plugin.gnash",1.13863509519713,0.2125,0.555
"debian.installer.launcher",-0.69136348607377,0.5475,0.2675
"evolution.webcal",-0.893161039957288,0.765,0.0525
"gnash",1.40858149284161,0.135,0.6525
"gnash.common",1.54207382018941,0.035,0.74
"gnewsense.archive.keyring",-1.56878221251114,0.585,0.285
"libicc",-1.18427745198539,0.765,0.12
"libimdi",-1.25711659415143,0.73,0.1475
"libreoffice.filter.binfilter",0.476737101835606,0.3275,0.3275
"firefox.globalmenu",-0.0198815357577708,0.515,0.3725
"gnome.shell.advanced.settings.in.usermenu",-4.99204257741208,0.785,0.1575
"linex.artwork",-3.47115133287805,0.8175,0.115
"linex.gdm.conf",-3.30551462538654,0.7675,0.145
"linex.grub.conf",-2.99784024690894,0.75,0.12
"linex.hello",-4.94480927637851,0.7925,0.1375
"linex.help",-2.79338435394517,0.77,0.13
"linex.keyring",-3.79004056180597,0.7875,0.125
"linex.meta",-2.05512177235489,0.785,0.1325
"linex.meta.conf",-2.51116738322407,0.775,0.115
"linex.wallpapers",-2.35561970474851,0.765,0.1225
"plymouth.themes.all",-2.94750466169307,0.775,0.145
"plymouth.themes.fade.in",-2.83950597158749,0.77,0.1275
"plymouth.themes.glow",-1.78055406707743,0.735,0.1125
"plymouth.themes.script",-3.97216536237719,0.79,0.145
"plymouth.themes.solar",-2.44000797798572,0.7775,0.12
"plymouth.themes.spinfinity",-2.40594565641064,0.765,0.125
"plymouth.themes.spinner",-2.86664873196315,0.79,0.145
"sinadura",-3.12567450945691,0.7825,0.115
"ailurus",0.875675869215284,0.3375,0.485
"firefox.locale.hu",0.894249177140199,0.385,0.505
"firefox.locale.sk",0.893583982716278,0.345,0.505
"fluxgui",1.11807246048106,0.36,0.515
"greenie.config",1.08921982992758,0.3275,0.525
"intel.linux.graphics.installer",1.11405324693405,0.3125,0.5025
"light.locker.settings",1.98443787785722,0.08,0.8
"lubuntu.default.session",2.35991239304825,0.0975,0.765
"lubuntu.live.settings",1.95537482191619,0.115,0.7675
"lubuntu.restricted.addons",0.336302773071327,0.4525,0.3375
"lubuntu.restricted.extras",0.35487932363704,0.4375,0.34
"lxde.core",1.55632921058481,0.0475,0.755
"lxsession.default.apps",-0.622047197582448,0.7225,0.0575
"lxsession.logout",-0.563056457651891,0.75,0.0625
"skype.bin",0.713955225298102,0.27,0.34
"thunderbird.locale.cs",0.927185139849641,0.3725,0.495
"thunderbird.locale.hu",1.08152866699521,0.3275,0.5125
"thunderbird.locale.sk",1.4782522841205,0.3225,0.56
"zram.config",1.84752466395674,0.095,0.7725
"grml.autoconfig",-3.69039232762012,0.85,0.0675
"grml.crypt",-3.05377390069653,0.8325,0.0575
"grml.debian.keyring",-3.07059838413401,0.8425,0.05
"grml.desktop",-1.61908927558052,0.83,0.0675
"grml.etc",-2.77678527744512,0.8425,0.07
"grml.etc.core",-3.33674994286961,0.8775,0.0725
"grmlhd",-3.26030652086849,0.83,0.065
"grmlhd.utils",-2.71867436729499,0.8275,0.0625
"grml.hwinfo",-2.88090244264204,0.8575,0.055
"grml.live",-4.74433813055901,0.84,0.08
"grml.network",-2.86868795472415,0.825,0.085
"grml.paste",-2.1603989290688,0.84,0.055
"grml.policyrcd",-2.69852418736799,0.8525,0.0675
"grml.quickconfig",-2.15637169580674,0.8175,0.0825
"grml.quickconfig.standard",-1.99543573204054,0.785,0.05
"grml.scripts",-3.29469253733823,0.8375,0.0725
"grml.scripts.core",-4.5249459899286,0.845,0.08
"grml.shlib",-5.08742327826773,0.855,0.0625
"grml.terminalserver",-2.81680587086044,0.835,0.065
"grml.tips",-1.88792535319102,0.83,0.0525
"grml.udev.config",-5.65749297649394,0.8725,0.08
"grml.x",-2.17458297439585,0.8525,0.0575
"libjs.excanvas",-2.58362056771692,0.825,0.0575
"linux.image.amd.grml",-2.60176832739856,0.8425,0.0625
"live.boot.grml",-3.93719667991118,0.8475,0.065
"live.boot.grml.doc",-4.36677783985656,0.8475,0.06
"live.boot.grml.initramfs.tools",-3.32169288273841,0.855,0.0775
"mksh",-5.07667646801818,0.8475,0.085
"python.configshell",-2.48206146628245,0.8275,0.06
"python.rtslib",-3.40305333656167,0.8125,0.055
"targetcli",-2.49872564842183,0.8375,0.08
"cinnamon.bluetooth",-1.55548999224775,0.805,0.0525
"cinnamon.themes",-2.28577724044838,0.8425,0.0525
"cinnamon.translations",0.843604311786274,0.2325,0.4275
"firefox.esr",-2.73256518486394,0.875,0.03
"firefox.esr.guadaext",-2.41558091173594,0.85,0.035
"fortunes.husse",-2.54416181937547,0.8175,0.065
"gdiskdump",-0.130674556319616,0.51,0.27
"gecosws.firefox.wrapper",-1.79187292671106,0.8825,0.03
"gecosws.icon.theme",-3.61815364445545,0.85,0.03
"gecosws.mdm.theme",-4.09461281058464,0.88,0.0625
"gecosws.ubiquity",-2.70749323708748,0.8825,0.04
"guadalinexv.artwork",-2.26835939353853,0.8875,0.0375
"guadalinexv.casper.conf",-3.4326543217665,0.88,0.0425
"guadalinexv.cinnamon.conf",-2.47036543200489,0.86,0.0325
"guadalinexv.meta",-3.42174488163004,0.89,0.0425
"guadalinexv.mint.artwork.cinnamon.conf",-2.07602316461854,0.86,0.0325
"guadalinexv.mint.artwork.common.conf",-3.99072404505209,0.8875,0.025
"guadalinexv.mint.x.icons.conf",-3.32554883277657,0.8675,0.05
"guadalinexv.skel.conf",-5.30338082359385,0.87,0.0425
"libcjsc",-3.76529406667008,0.8825,0.035
"linux.firmware.nonfree",-0.274780683867508,0.56,0.1675
"linuxmint.keyring",-1.38942922716763,0.7875,0.06
"mint.artwork.cinnamon",-1.42388094282343,0.775,0.0775
"mint.artwork.common",-1.38380389292164,0.7775,0.065
"mint.backgrounds.qiana",-1.64660065833007,0.805,0.075
"mint.common",0.0697521297687322,0.495,0.235
"mint.info.cinnamon",-1.70335723642358,0.7875,0.0925
"mint.mdm.themes.kde",-3.78988412756216,0.84,0.03
"mintsystem",-1.24746630284457,0.775,0.07
"mint.translations",0.0804512012584611,0.505,0.2625
"mint.x.icons",-2.21355454008519,0.83,0.0775
"nemo.media.columns",-2.81351087517193,0.8725,0.055
"nemo.share",0.126103375179826,0.495,0.22
"opensc.dnie",-3.90812698518573,0.875,0.035
"plymouth.theme.glow",-2.56842683658433,0.84,0.0375
"plymouth.theme.text",0.231370947414452,0.4725,0.305
"python.nemo",0.17549998417131,0.4975,0.265
"thunderbird.esr",-2.22984580367029,0.85,0.0425
"ubiquity.slideshow.guada",-6.65598618609241,0.8975,0.0375
"acritoxinstaller",-1.33566436296451,0.6425,0.26
"acritoxinstaller.kanotix",-0.631992806100484,0.6175,0.24
"badge.icon.kanotix",-0.875488820305427,0.6525,0.21
"bluez.compat",-0.953053338960995,0.63,0.2725
"distro.defaults",-2.84322883396121,0.9825,0
"etcskel.kanotix",-1.05225587326003,0.6275,0.2475
"etcskel.kanotix.awesome",-0.894784966430446,0.615,0.2175
"etcskel.kanotix.compiz",-1.51600976001142,0.69,0.2575
"etcskel.kanotix.lxde",-0.774599170040408,0.6075,0.2975
"glbenchmark",-0.687318492135234,0.6225,0.2375
"glbenchmark.data",-0.845823223387447,0.6275,0.2675
"grub.splashimage.kanotix.logo",-0.57731245203263,0.63,0.23
"infobash",-0.969685320143579,0.625,0.26
"kanotix.irc",-1.05042467645204,0.655,0.265
"kanotix.lxde.extra",-1.49223846691981,0.655,0.2725
"kanotix.menu",-2.32172659828105,0.675,0.2725
"kanotix.menu.extra",-0.89534974460282,0.6025,0.2575
"kanotix.paste",-0.849090472534388,0.6375,0.255
"kanotix.plasma.script",-0.406009302663538,0.605,0.21
"kanotix.power.button",-1.02808776736151,0.675,0.2775
"kanotix.scripts",-0.39184757137395,0.5975,0.2525
"kanotix.starrise.base",-0.713003697645621,0.6375,0.245
"kanotix.su",-0.669891111755052,0.65,0.28
"kdm.theme.kanotix.starrise",-0.807140637755174,0.615,0.235
"kmenu.icon.kanotix",-0.934917011575493,0.66,0.2025
"ksplash.theme.kanotix.starrise",-0.908051210897457,0.625,0.26
"libkdegamesa",0.842356625938946,0.365,0.505
"libpackagekit.qt",-1.73948790867657,0.68,0.295
"libwine.unstable",-0.491992074405517,0.5825,0.275
"lxde",0.942306187444699,0.27,0.4625
"lxpolkit",1.57625142231337,0.2225,0.6275
"okularplugin",-0.99608990787967,0.6625,0.25
"plymouth.theme.kanotix.logo",-0.802049058422241,0.6475,0.275
"sux",-1.81634517500241,0.6625,0.285
"tp.trackpoint.scroll",-0.628508616665018,0.615,0.2525
"update.notifier.kde",0.788832028919318,0.3375,0.4425
"user.profile.kanotix",-0.976240829109322,0.63,0.2775
"wine.unstable",-1.31716300135412,0.65,0.285
"zram",-0.723617749808454,0.6275,0.27
"adriane",3.51973394366242,0.1025,0.7675
"adriane.battery",4.71632998660159,0.1275,0.7775
"adriane.calculator",2.87840536702474,0.1025,0.7625
"adriane.chat",2.89301503653572,0.11,0.7875
"adriane.common",4.21135167461401,0.1025,0.7825
"adriane.config",4.39986808948126,0.0825,0.77
"adriane.contacts",3.16720287130307,0.1175,0.7575
"adriane.daisy.player",3.05999777699985,0.075,0.77
"adriane.doc",3.0717367244291,0.0875,0.78
"adriane.edit",5.10245555551699,0.11,0.83
"adriane.ht",3.52462053700664,0.085,0.7875
"adriane.karl",3.31146181674616,0.09,0.75
"adriane.mount",3.17922836616848,0.095,0.7525
"adriane.multimedia",3.44671068048948,0.1325,0.745
"adriane.note",4.91274669177806,0.1,0.7975
"adriane.ocr",3.8650209727991,0.105,0.7925
"adriane.print",4.76270134749128,0.1225,0.795
"adriane.screenreader",3.40582554692708,0.085,0.795
"adriane.setup",3.2597866216969,0.1025,0.78
"adriane.shutdown",4.27868940811553,0.105,0.78
"adriane.sms",3.07121543168086,0.11,0.76
"adriane.x",6.73973470337608,0.1425,0.8025
"bitcoind",5.2811660408065,0.1125,0.8175
"breeze",2.48413448000971,0.005,0.9675
"breeze.cursor.theme",2.64768822913404,0.0025,0.98
"breeze.icon.theme",2.03820124252324,0.005,0.94
"bttool.knoppix",4.39950516918129,0.1025,0.7975
"cgroup.remove.knoppix",3.36175960952599,0.0875,0.7675
"clisp",3.76340668467897,0.0775,0.795
"dolphin.plugins",2.73033442292062,0.0625,0.8425
"dtv.scan.tables",2.12423898225021,0.0975,0.7875
"eviacam",4.40031553971276,0.0875,0.7725
"firewall.knoppix",3.53631805508765,0.075,0.785
"firmware.amd.graphics",1.13333114941916,0.15,0.5525
"firmware.misc.nonfree",1.12700415724104,0.1575,0.535
"fonts.noto.hinted",1.40034422151106,0.0325,0.7425
"fonts.oxygen",2.51473681391673,0.005,0.9675
"frameworkintegration",2.54378517502142,0.005,0.9625
"gimp.help.de",5.07763057429116,0.115,0.7875
"gpsdrive",3.48951220792396,0.1225,0.785
"gpsdrive.data",4.90229962180681,0.075,0.8075
"iio.sensor.proxy",2.71988792636362,0.045,0.855
"isdntool.knoppix",5.40903419247479,0.0975,0.8325
"jitsi",5.11968031019773,0.14,0.78
"kactivities",1.99918199544999,0.01,0.9125
"kde.cli.tools",2.55947405057894,0.0025,0.975
"kde.cli.tools.data",2.40098615931031,0.005,0.97
"kded",2.08973070317104,0.005,0.9275
"kdepim.doc",2.9342461835205,0.01,0.94
"kde.style.breeze",2.12549022284777,0,0.9325
"kde.style.breeze.qt",2.23779799575866,0.005,0.9425
"kinit",2.12183091495866,0.01,0.9525
"kio",2.17991771286788,0.005,0.9325
"kio.extras",2.67383571234175,0,0.97
"kio.extras.data",2.26722003924405,0.0025,0.9525
"knoppix.install.extras",3.1721707396326,0.0725,0.7575
"knoppix.networkmanager",3.39002896666932,0.1025,0.78
"knoppix.restartx",4.7503493603428,0.09,0.7875
"knoppix.setrootpassword",3.61549795674615,0.0925,0.78
"knoppix.smbmount",3.39415643661289,0.0925,0.7875
"knoppix.startclamav",4.29924511652541,0.1075,0.7925
"knoppix.startorca",3.6795968004737,0.11,0.76
"knoppix.starttor",3.26252187026053,0.085,0.775
"knoppix.startvncserver",4.49811462402411,0.0975,0.755
"knoppix.terminalserver",4.30206281500778,0.11,0.7625
"knoppix.udev.config",6.43784570568124,0.125,0.82
"konsole.kpart",2.31982739516694,0.005,0.9725
"kpackagelauncherqml",2.10820846582796,0.005,0.9325
"kpackagetool",2.18015890936835,0.005,0.9525
"kpart.kompare",2.11704256828949,0.0975,0.755
"kqemu.common",4.66285084359101,0.125,0.76
"kross",2.51559352944371,0.005,0.97
"ksnakeduel",2.76706471919267,0.0525,0.855
"ktexteditor.data",2.41676253015041,0,0.97
"ktexteditor.katepart",2.34701537169238,0.0025,0.96
"ktnef",2.95811339132883,0.0075,0.9475
"kwin.common",2.30872283298967,0.0075,0.9725
"kwin.data",2.61991102724131,0,0.965
"kwin.style.breeze",2.64840489943884,0.005,0.975
"kwin.x",2.39184033453275,0,0.9575
"libavcodec.ffmpeg",1.92963493450391,0.0075,0.9175
"libavdevice.ffmpeg",1.32886133642897,0.065,0.7025
"libavfilter.ffmpeg",1.11600651542681,0.09,0.555
"libavformat.ffmpeg",1.24620654514541,0.0375,0.68
"libavresample.ffmpeg",0.862326953645893,0.1425,0.3525
"libavutil.ffmpeg",1.22074577838726,0.0425,0.7075
"libbdplus",1.13932610699979,0.065,0.6025
"libcacard",3.77480006639366,0.105,0.755
"libcc",1.45432857640381,0.015,0.8775
"libdaq",5.0535985442098,0.0925,0.8075
"libdolphinvcs",2.74835025190053,0.0025,0.9875
"libdrm.amdgpu",1.59828526654293,0,0.965
"libgraphicsmagick.q",2.52361818500108,0.17,0.735
"libgsl",2.27715344042899,0.0425,0.89
"libindi",-0.344928061549142,0.5675,0.1725
"libjitsi.jni",4.38694804533291,0.085,0.7775
"libkdecorationsprivate",2.53266771814213,0.0025,0.965
"libkf",2.15812638328789,0.0075,0.9475
"libkfactivities",2.21936477172769,0.005,0.9425
"libkfactivitiesexperimentalstats",2.63548071777326,0.005,0.965
"libkfarchive",2.12064007894727,0.005,0.9325
"libkfattica",2.05835862315123,0.0025,0.945
"libkfauth",2.11517470752146,0.0025,0.9375
"libkfauth.data",2.11882392032055,0.0075,0.94
"libkfbaloo",2.6713181609281,0,0.9825
"libkfbalooengine",2.65328054038631,0.005,0.985
"libkfbaloowidgets",2.52952391194728,0.01,0.9725
"libkfbaloowidgets.bin",2.32533881512766,0.005,0.975
"libkfbookmarks",2.04201403397967,0,0.9475
"libkfbookmarks.data",2.05702113963659,0.0075,0.9375
"libkfcodecs",2.14125615662493,0.0125,0.9425
"libkfcodecs.data",2.21803173110006,0.01,0.9475
"libkfcompletion",2.15139794411181,0.0075,0.96
"libkfcompletion.data",2.09130427186909,0.01,0.9525
"libkfconfig.bin",2.20650434549952,0.0075,0.935
"libkfconfigcore",1.98061458849945,0,0.9525
"libkfconfig.data",2.03209687300516,0.0075,0.9275
"libkfconfiggui",2.0208200124356,0.0075,0.9225
"libkfconfigwidgets",2.07421816645099,0,0.945
"libkfconfigwidgets.data",2.21289952408619,0.0125,0.945
"libkfcoreaddons",2.04498819059844,0.0075,0.9425
"libkfcoreaddons.data",2.17795405358214,0.0075,0.96
"libkfcrash",2.07534034155496,0.0125,0.9325
"libkfdbusaddons",2.19230147252483,0.015,0.9425
"libkfdbusaddons.bin",2.04116420472969,0.005,0.9375
"libkfdbusaddons.data",2.18099960490998,0.0075,0.9525
"libkfdeclarative",2.19432938688782,0.005,0.96
"libkfdeclarative.data",2.02912852075148,0.005,0.9475
"libkfdnssd",2.58782854137457,0.0075,0.98
"libkfdnssd.data",2.3601854967103,0.0025,0.9825
"libkfemoticons",2.86398614208616,0.0125,0.9775
"libkfemoticons.data",2.68113142518542,0.005,0.9725
"libkffilemetadata",2.43776739501077,0.0025,0.9525
"libkffilemetadata.bin",2.66350347620256,0.0025,0.965
"libkffilemetadata.data",2.44035522976772,0.0025,0.96
"libkfglobalaccel",2.18064290245154,0.005,0.93
"libkfglobalaccel.bin",2.14749705157563,0,0.95
"libkfglobalaccel.data",2.04705981364529,0.005,0.935
"libkfglobalaccelprivate",2.30164891306534,0.0075,0.955
"libkfgpgmepp",2.27330912072527,0.0125,0.955
"libkfguiaddons",2.28442326015397,0.005,0.945
"libkficonthemes",1.95262120644305,0.005,0.935
"libkficonthemes.bin",2.10320209950505,0.015,0.945
"libkficonthemes.data",2.06674433308147,0.0125,0.9325
"libkfidletime",2.20176128096743,0.0025,0.95
"libkfitemmodels",2.48299403731183,0.0025,0.9675
"libkfitemviews",2.02062448069852,0.005,0.94
"libkfitemviews.data",2.13768539358203,0.01,0.9325
"libkfjobwidgets",2.06157618417595,0.01,0.9425
"libkfjobwidgets.data",2.22606032783516,0.005,0.95
"libkfjs",1.95680396010635,0.0025,0.9275
"libkfjsembed",2.64053608487444,0.0025,0.9525
"libkfjsembed.data",2.61434656843867,0.0025,0.985
"libkfkcmutils",2.06025887726785,0.0075,0.925
"libkfkcmutils.data",2.07012200772674,0.015,0.94
"libkfkdegames",2.51472133441111,0.035,0.9
"libkfkdegamesprivate",3.43683248660148,0.085,0.78
"libkfkdelibssupport",2.02802940514096,0.0025,0.9375
"libkfkdelibssupport.data",2.14979368748958,0.005,0.9325
"libkfkhtml",2.26269700933683,0,0.955
"libkfkhtml.data",2.17865107083415,0.0075,0.9475
"libkfkiocore",2.16458128603142,0.01,0.945
"libkfkiofilewidgets",1.99415162257663,0.005,0.9275
"libkfkiontlm",2.12250327383492,0.0025,0.9325
"libkfkiowidgets",1.9277106213145,0.01,0.9425
"libkfkrosscore",2.63317141248219,0.01,0.975
"libkfkrossui",2.33359644632159,0.0025,0.9575
"libkfmodemmanagerqt",2.5493912186224,0,0.9775
"libkfnetworkmanagerqt",2.26700232823808,0,0.9725
"libkfnewstuff",2.03521476159159,0.01,0.94
"libkfnewstuff.data",2.13039107561954,0,0.9525
"libkfnotifications",1.99117929358476,0.005,0.93
"libkfnotifications.data",2.19680927968586,0.0025,0.925
"libkfnotifyconfig",2.23173835650518,0.01,0.945
"libkfnotifyconfig.data",2.3223268339159,0.02,0.9275
"libkfontinstui",2.56239823316126,0.0025,0.9675
"libkfpackage",2.23962635680796,0.005,0.9575
"libkfpackage.data",2.19676799147002,0.0075,0.955
"libkfparts",1.95517092447892,0.005,0.9425
"libkfparts.data",2.05256780472967,0.005,0.94
"libkfpeople",2.71036882518611,0.005,0.97
"libkfpeoplebackend",2.55583728280336,0.0025,0.9575
"libkfpeople.data",2.59820716898751,0.0025,0.97
"libkfpeoplewidgets",2.58476414299729,0.005,0.975
"libkfplasma",2.39318699784234,0.0075,0.955
"libkfplasmaquick",2.1539599495127,0.005,0.9525
"libkfplotting",1.84013065613215,0.0325,0.84
"libkfpty",2.38573539592574,0.005,0.9625
"libkfpty.data",2.36493440774568,0,0.975
"libkfquickaddons",1.85889207271299,0.0025,0.95
"libkfrunner",2.67918997248773,0.0025,0.965
"libkfscreen",2.55272819379106,0.0075,0.97
"libkfservice",2.20084674325195,0.005,0.9475
"libkfservice.bin",2.05829698633625,0.0025,0.93
"libkfservice.data",2.11258143943189,0.0075,0.93
"libkfsolid",1.96248965849122,0.005,0.9475
"libkfsolid.data",2.14334159018969,0.01,0.96
"libkfsonnetcore",2.04984010464943,0.0125,0.9525
"libkfsonnet.data",2.2142436115894,0.015,0.92
"libkfsonnetui",2.06512785773511,0.0125,0.945
"libkfstyle",2.10767472662982,0.0075,0.9325
"libkfsu",2.32036401312257,0,0.975
"libkfsu.data",2.74627428651098,0,0.9825
"libkfsysguard.data",2.71180033630469,0,0.9675
"libkftexteditor",2.59928341876855,0,0.9625
"libkftextwidgets",2.19324916201626,0.0075,0.935
"libkftextwidgets.data",2.07769652657022,0,0.95
"libkfthreadweaver",2.66018212583876,0.005,0.97
"libkfwallet",2.11313990136694,0.005,0.9425
"libkfwallet.bin",2.14379203507754,0.0075,0.945
"libkfwallet.data",2.15193687231509,0.005,0.95
"libkfwaylandclient",2.16082654166685,0.0075,0.935
"libkfwaylandserver",2.39882685143345,0.0025,0.9525
"libkfwebkit",2.59759153812579,0.005,0.97
"libkfwidgetsaddons",2.14844882878986,0.0025,0.9375
"libkfwidgetsaddons.data",2.16051133000426,0.015,0.92
"libkfwindowsystem",1.8955894780054,0.0125,0.93
"libkfwindowsystem.data",2.03637004291067,0.0125,0.9625
"libkfxmlgui",2.14108030742532,0.005,0.94
"libkfxmlgui.bin",2.32021633281156,0.01,0.9625
"libkfxmlgui.data",2.2559924362811,0.005,0.9575
"libkfxmlrpcclient",2.38310656472306,0.005,0.9525
"libkfxmlrpcclient.data",2.6616031904705,0.005,0.9725
"libkiten",3.37205850832548,0.0825,0.7775
"libkompareinterface",2.73629327797377,0.08,0.76
"libkpeople.data",2.76625391107275,0.05,0.8625
"libkwalletbackend",1.937602644263,0.005,0.9225
"libkwin.effect.builtins",2.3610410181794,0,0.9725
"libkwinxrenderutils",2.39846887697508,0.005,0.965
"libmarblewidget.qt",2.45863896415427,0.0775,0.8275
"libmpx",1.53875016452814,0.01,0.8825
"libmusicbrainzcc",1.87331023323499,0.0075,0.9375
"libmutterg",0.617370075896371,0.3225,0.395
"libnm",1.72556787036846,0,0.955
"libosgi.annotation.java",2.77852598167523,0.09,0.765
"libpostproc.ffmpeg",1.01659177790887,0.1175,0.4825
"libqca.plugins",2.02502149423685,0.01,0.9275
"libqtxcbqpa",1.69704343349688,0.1,0.7025
"libsndio",2.19935812227259,0.0575,0.8375
"libsocks",3.89138490212246,0.1175,0.79
"libstemmerd",0.887324065298818,0.265,0.455
"libsuitesparseconfig",1.89714564093823,0.0025,0.9275
"libswresample.ffmpeg",1.27833460933597,0.0425,0.7075
"libswscale.ffmpeg",0.971786733066545,0.0875,0.4525
"libtexlua",2.32517897786733,0.1775,0.73
"libtexluajit",2.02944178370636,0.135,0.6975
"libtotem.plparser.common",1.53071945660281,0.0175,0.83
"libwacom.bin",1.16087258111169,0.0925,0.58
"lxlock.knoppix",4.9522850379846,0.12,0.7975
"mediatomb",3.47565434862748,0.1,0.7875
"mediatomb.common",4.77467637835026,0.1,0.79
"mediatomb.daemon",3.87654316172327,0.1225,0.815
"milou",2.50688239551357,0.005,0.99
"network.setup.knoppix",3.34496889040042,0.095,0.775
"ntfs.mount.knoppix",4.55345816059451,0.125,0.795
"oprofile",2.77817452404978,0.09,0.7475
"oxygen.sounds",2.30955083495877,0.005,0.95
"pinentry.gnome",1.49731189541538,0.01,0.865
"plasma.desktop.data",2.55397633591517,0.005,0.9625
