package.name,ntaxa,mpd.obs,mpd.rand.mean,mpd.rand.sd,mpd.obs.rank,mpd.obs.z,mpd.obs.p,runs,host.specialist
isc-dhcp-client,52,6187.8650075415,6436.9388287231,87.8520236557,9,-2.8351517793,0.009,999,1
isc-dhcp-common,50,6173.5453061225,6432.7798157341,106.7908101926,18,-2.4274982945,0.018,999,1
iso-codes,51,6232.4517647059,6432.8926353805,98.8034128313,31,-2.0286836753,0.031,999,1
iso-snapshot,1,NA,NA,NA,NA,NA,NA,999,NA
jfsutils,32,6247.5947580645,6445.1345357454,254.5034560789,210,-0.7761771912,0.21,999,0
jwm,2,7066,6418.4674674675,1855.0853695043,680,0.3490580774,0.68,999,0
kbd,48,6216.7287234043,6433.1880169176,121.7968200514,45,-1.777216297,0.045,999,1
keyboard-cc-antix,1,NA,NA,NA,NA,NA,NA,999,NA
keyboard-configuration,52,6187.8650075415,6436.5264819873,85.4527800681,7,-2.9099284335,0.007,999,1
keyutils,33,5582.1628787879,6427.4084122001,245.2811538313,1,-3.4460272231,0.001,999,1
klibc-utils,54,6242.9098532495,6433.6452000568,67.1972972193,4,-2.838437775,0.004,999,1
kmod,46,6122.8821256039,6441.0734299517,132.7994785809,18,-2.3960282657,0.018,999,1
lame,13,6859.641025641,6407.4152614153,526.7298273946,798,0.8585535519,0.798,999,0
laptop-detect,38,5758.2645803698,6427.5327062482,205.8409404465,2,-3.2513849015,0.002,999,1
leafpad,12,7353.9090909091,6433.6296902964,567.7288654683,956,1.6209839883,0.956,999,0
less,49,6220.2278911565,6441.777658611,113.3061610995,38,-1.955319687,0.038,999,1
liba,44,6542.0993657505,6440.945923725,161.1168468045,712,0.6278265993,0.712,999,0
libabw,17,6279.1029411765,6455.7991079315,442.5474084882,329,-0.3992705942,0.329,999,0
libacl,56,6325.6493506494,6432.8565045565,38.3521457797,8.5,-2.7953365249,0.0085,999,1
libao,34,6832.7914438503,6445.3702222722,234.781219027,957,1.6501371923,0.957,999,0
libao-common,31,6622.2365591398,6433.9267482536,271.695298353,727,0.6930919012,0.727,999,0
libapt-inst,51,6313.7223529412,6439.5049951913,94.7029169229,104,-1.3281812888,0.104,999,0
libapt-pkg,52,6329.3280542986,6432.8258371494,87.1787663473,125,-1.1871902665,0.125,999,0
libapt-pkg-perl,28,5831.6587301587,6440.6814327555,291.3573653085,24,-2.090294515,0.024,999,1
libarchive,51,6273.7035294118,6440.639467703,94.8823056894,48,-1.7594001018,0.048,999,1
libasan,31,6022.5548387097,6432.3449944568,262.8277214987,57,-1.5591588034,0.057,999,0
libasn,40,6150.4653846154,6438.31995842,184.9457608099,68,-1.55642699,0.068,999,0
libasound,55,6467.7777777778,6436.5495771866,51.4271252349,648,0.6072320871,0.648,999,0
libasound-data,37,5872.0510510511,6426.4293422552,226.6828844638,11,-2.4456115975,0.011,999,1
libasound-plugin-equal,2,7066,6397.3193193193,1750.0472032389,688.5,0.3820929398,0.6885,999,0
libaspell,53,6446.2409288824,6437.3972245104,75.6080506172,511,0.1169677607,0.511,999,0
libasprintf,40,6072.2192307692,6428.0742229409,189.0517083307,42,-1.8823156655,0.042,999,1
libass,43,6402.5913621263,6439.5278711713,158.8127179303,386,-0.2325790373,0.386,999,0
libassuan,34,6332.3351158645,6444.7161493044,232.9505883417,315,-0.4824243383,0.315,999,0
libasyncns,52,6278.9110105581,6432.8336096277,89.2943549258,56,-1.7237662918,0.056,999,0
libatasmart,50,6216.5053061225,6430.7799946886,107.5958024532,38,-1.9914781402,0.038,999,1
libatk,55,6441.6471380471,6435.417557625,52.29606536,410,0.1191213981,0.41,999,0
libatk-bridge,42,5911.2764227642,6438.1839725905,170.051881434,4,-3.0985105568,0.004,999,1
libatkmm,43,6345.0786267996,6435.4699372684,162.4189969313,267,-0.5565316384,0.267,999,0
libatm,24,6624.7463768116,6452.3306095951,337.5474005247,695,0.5107897941,0.695,999,0
libatomic,31,6022.5548387097,6418.2983413521,257.2675213933,74,-1.5382567551,0.074,999,0
libatspi,46,6095.0086956522,6438.4221284086,134.6409244435,9,-2.550587306,0.009,999,1
libattr,57,6433.9523809524,6433.9523809524,0,500.5,NA,0.5005,999,0
libaudio,44,6436.2959830867,6433.18809613,150.7442900887,495,0.0206169465,0.495,999,0
libaudiofile,24,7128.7427536232,6426.0015667842,348.5247907611,995,2.0163305609,0.995,999,0
libaudit,48,6198.0815602837,6444.6386643736,121.9256457709,36,-2.0221923167,0.036,999,1
libaudit-common,38,5867.7382645804,6443.9345647212,191.6062489235,2,-3.0071895013,0.002,999,1
libavahi-client,55,6310.9858585859,6435.4110797666,52.5043283354,25,-2.3698088353,0.025,999,1
libavahi-common,55,6310.9858585859,6433.5573324166,54.9785678668,27.5,-2.2294410092,0.0275,999,1
libavahi-common-data,53,6225.4383164006,6437.2144364975,75.8026599797,6,-2.7937821727,0.006,999,1
libavahi-core,41,6020.1195121951,6431.5459215313,175.0995177841,18,-2.3496718583,0.018,999,1
libavcodec,33,6463.3636363636,6429.1888327722,248.6169755235,543,0.1374596546,0.543,999,0
libavdevice,14,7197.4505494506,6428.3326513327,510.2464488595,935,1.5073459107,0.935,999,0
libavfilter,10,7290.7555555556,6445.0232009788,651.2670801336,908,1.2985952774,0.908,999,0
libavformat,34,6512.1461675579,6423.9798907642,245.302868824,622,0.3594180419,0.622,999,0
libavresample,14,6285.956043956,6447.8361438361,502.0034851049,371,-0.3224680798,0.371,999,0
libav-tools,9,7285.6111111111,6465.4016794572,693.252467677,895,1.183132365,0.895,999,0
libavutil,35,6353.3042016807,6433.8121516475,237.6301652608,363,-0.3387951604,0.363,999,0
libbind,51,6190.3858823529,6430.8917121043,101.7508912295,18,-2.363672955,0.018,999,1
libblas,34,6518.9786096257,6435.6332500058,232.441796782,632,0.3585644268,0.632,999,0
libblas-common,16,6296.1666666667,6417.8213129797,458.8404415792,375,-0.2651349691,0.375,999,0
libblkid,56,6325.6493506494,6432.2773175773,39.1000187127,11.5,-2.7270566726,0.0115,999,1
libbluetooth,51,6266.048627451,6434.2089226481,98.493290816,46,-1.7073274109,0.046,999,1
libbluray,39,6378.3373819163,6438.7623493939,191.1081163362,371,-0.3161821101,0.371,999,0
libboost-date-time,33,6063.6666666667,6420.4739133073,247.9376104349,84,-1.4391009336,0.084,999,0
libboost-filesystem,20,6106.4,6430.7795163585,393.4893941182,208,-0.8243666061,0.208,999,0
libboost-iostreams,39,6546.4534412956,6439.2183519552,187.5473663775,700,0.571776034,0.7,999,0
libboost-program-options,13,7401.2564102564,6428.3264289931,536.2471082594,975,1.8143314272,0.975,999,0
libboost-system,32,5888.8911290323,6431.3308893571,249.2654849069,21,-2.1761527093,0.021,999,1
libbs,24,6112.7971014493,6420.9910780346,323.8469079323,185,-0.9516656452,0.185,999,0
libbsd,53,6200.6865021771,6434.9957896939,76.1033985692,5,-3.0788281722,0.005,999,1
libburn,37,6375.7387387387,6421.4425747068,217.381662451,398,-0.2102469705,0.398,999,0
libbz,57,6433.9523809524,6433.9523809524,0,500.5,NA,0.5005,999,0
libc,57,6433.9523809524,6433.9523809524,0,500.5,NA,0.5005,999,0
libcaca,52,6259.419306184,6437.7526334781,86.9849260907,33,-2.0501635779,0.033,999,1
libcairo,55,6310.9858585859,6433.5172141839,53.7875471846,24,-2.2780617822,0.024,999,1
libcairo-gobject,51,6296.2729411765,6430.173520972,99.8239863018,91,-1.3413667872,0.091,999,0
libcairomm,45,6382.5676767677,6435.6823753046,147.8156464648,345,-0.359330692,0.345,999,0
libcairo-perl,39,6205.6302294197,6431.100112258,190.7245074609,124,-1.1821757248,0.124,999,0
libcanberra,50,6364.8897959184,6440.78575882,110.8414712319,229,-0.6847253294,0.229,999,0
libcap,57,6433.9523809524,6433.9523809524,0,500.5,NA,0.5005,999,0
libcap-bin,47,6155.6503237743,6428.5099752852,129.3091169773,23,-2.1101346749,0.023,999,1
libcap-ng,51,6222.0282352941,6437.0788042945,98.5430358076,33,-2.1823010346,0.033,999,1
libc-bin,53,6187.1393323658,6438.0970680405,77.6902146223,4,-3.2302360972,0.004,999,1
libcddb,30,6573.5011494253,6444.386032009,257.1041407238,697,0.5021899572,0.697,999,0
libcdio,51,6249.1858823529,6436.1763127834,94.3778916166,37,-1.9812948481,0.037,999,1
libcdio-cdda,48,6257.5265957447,6432.3842406236,125.0205741428,99,-1.398630954,0.099,999,0
libcdio-paranoia,48,6257.5265957447,6434.9044310268,123.0310303717,93,-1.4417325023,0.093,999,0
libcdparanoia,52,6370.754147813,6438.3144939812,90.6924341463,224,-0.744939165,0.224,999,0
libcdr,24,6358.3695652174,6439.6063019541,329.5541131979,389,-0.2465050002,0.389,999,0
libcilkrts,19,6173.485380117,6423.3343167729,410.3079212635,259,-0.608930327,0.259,999,0
libck-connector,34,6875.8003565062,6427.691659574,226.3976581174,988,1.9792991706,0.988,999,0
libcloog-isl,26,5954.8676923077,6449.0881989682,304.4398911156,55,-1.6233763087,0.055,999,0
libclucene-contribs,28,6222.037037037,6443.4826016493,295.5653457997,227,-0.7492270923,0.227,999,0
libclucene-core,29,6207.842364532,6439.7348333555,287.3704393215,219,-0.8069461472,0.219,999,0
libcmis,32,6440.3326612903,6429.8202557396,255.0921391765,494,0.0412102293,0.494,999,0
libcolamd,34,6433.3333333333,6438.0658519482,241.4150362661,465,-0.0196032471,0.465,999,0
libcolord,49,6335.5476190476,6427.9254220207,113.362326353,193,-0.8148897958,0.193,999,0
libcomerr,56,6325.6493506494,6431.4755430755,39.0134168703,9.5,-2.7125589327,0.0095,999,1
libcompfaceg,10,7400.4,6430.4459793127,650.492504365,947,1.4911071445,0.947,999,0
libcroco,53,6332.503628447,6430.697004697,80.6858748195,124,-1.2169834741,0.124,999,0
libcryptsetup,48,6302.3466312057,6435.5570481829,122.416578829,151,-1.0881730093,0.151,999,0
libcups,55,6310.9858585859,6435.653611861,52.5387191264,22,-2.3728738604,0.022,999,1
libcupscgi,45,6323.496969697,6436.0468104468,145.7171675959,215,-0.7723855919,0.215,999,0
libcupsfilters,44,6325.3308668076,6437.4324652348,154.9317124801,229,-0.7235548916,0.229,999,0
libcupsimage,50,6270.586122449,6435.4162301077,107.3155673111,87,-1.5359384644,0.087,999,0
libcupsmime,46,6282.1149758454,6437.1810380429,134.7162168215,136,-1.1510571322,0.136,999,0
libcupsppdc,45,6323.496969697,6434.2859728415,147.6323836074,217,-0.7504383553,0.217,999,0
libcurl,41,6310.0609756098,6445.6063722259,179.740253961,212,-0.7541181991,0.212,999,0
libcurl-gnutls,52,6272.1764705882,6432.4072141523,87.9437315768,44,-1.8219688964,0.044,999,1
libcurses-perl,5,7344.6,6425.9661661662,955.9164411293,822.5,0.9609980479,0.8225,999,0
libcurses-ui-perl,4,6273,6477.2939606273,1119.2905087567,452,-0.1825209443,0.452,999,0
libdaemon,41,6020.1195121951,6438.0707268244,171.7711260019,20,-2.4331866732,0.02,999,1
libdatrie,55,6310.9858585859,6433.4345348716,55.8436556988,32,-2.1927052367,0.032,999,1
libdb,57,6433.9523809524,6433.9523809524,0,500.5,NA,0.5005,999,0
libdbus,56,6325.6493506494,6433.2299234299,37.7370412248,14,-2.8507951151,0.014,999,1
libdbus-glib,53,6342.1015965167,6431.4589233646,80.4650650723,132,-1.1105108381,0.132,999,0
libdc,38,6434.79943101,6443.4543305752,204.0215848801,457,-0.0424214897,0.457,999,0
libdca,42,6420.0209059233,6438.1355176315,174.5524346591,445,-0.1037774795,0.445,999,0
libdconf,50,6297.9828571429,6430.2855108169,110.6208825317,118,-1.1960007066,0.118,999,0
libdebconfclient,44,6012.6300211417,6437.7965481338,157.7141242046,12,-2.6958050152,0.012,999,1
libdevmapper,56,6325.6493506494,6434.5641700142,38.4433019715,14.5,-2.8331286279,0.0145,999,1
libdevmapper-event,46,6379.0657004831,6431.580634741,141.6893127746,331,-0.3706344059,0.331,999,0
libdirectfb,45,6532.8808080808,6438.5208319431,150.9562586638,711,0.6250815764,0.711,999,0
libdiscid,27,6887.6581196581,6439.8212343398,300.8689664535,935,1.4884781591,0.935,999,0
libdns,52,6314.2156862745,6437.7174225508,89.6853633592,108,-1.3770556493,0.108,999,0
libdns-export,24,6071.7246376812,6441.0216992355,337.1282180056,141,-1.0954202046,0.141,999,0
libdrm,54,6329.5807127883,6431.9818099021,68.0676448458,78,-1.5044019423,0.078,999,0
libdrm-intel,52,6259.419306184,6436.2473151885,87.8717611918,34,-2.0123416967,0.034,999,1
libdrm-nouveau,41,5855.512195122,6432.4414536488,185.0027085419,2,-3.1184908755,0.002,999,1
libdrm-radeon,52,6191.6040723982,6433.7812541048,89.8377243252,14,-2.6957181243,0.014,999,1
libdv,51,6374.2949019608,6436.6941451255,98.9636211696,264,-0.6305270808,0.264,999,0
libdvdnav,45,6442.0808080808,6433.9483038594,153.0289500814,495,0.0531435667,0.495,999,0
libdvdread,47,6518.9824236818,6428.68121035,130.7608369756,743,0.6905830172,0.743,999,0
libe-book,16,6325.0166666667,6462.6078078078,464.9929676222,356,-0.2958994022,0.356,999,0
libedit,52,6257.2775263952,6432.6920268685,92.2950829718,43,-1.900583377,0.043,999,1
libegl-mesa,36,5913.8444444444,6430.7295072851,217.7749699172,13,-2.373482421,0.013,999,1
libelf,52,6293.0580693816,6434.8476115633,87.4737335981,75,-1.620938496,0.075,999,0
libenca,41,6450.1536585366,6433.2461852096,172.3765734793,531,0.0980845192,0.531,999,0
libenchant,52,6329.9969834088,6432.6364063913,91.6494005395,143,-1.1199137406,0.143,999,0
libeot,16,6325.0166666667,6428.3226976977,450.3815652277,406,-0.229374466,0.406,999,0
libepoxy,26,5894.5661538462,6435.2366705167,314.4771984499,53,-1.7192677858,0.053,999,0
libept,40,6376.6038461539,6435.7979877313,178.9054824559,351,-0.330868237,0.351,999,0
libertas-firmware,2,7066,6448.3263263263,1864.7794444305,669.5,0.3312314899,0.6695,999,0
libesd,22,6964.5627705628,6451.979672313,362.7434008568,926,1.4130735309,0.926,999,0
libestr,37,5905.8288288288,6418.090051012,211.5995630915,8,-2.4208992434,0.008,999,1
libetonyek,16,6325.0166666667,6412.8498415082,463.7751392253,416,-0.1893874152,0.416,999,0
libetpan,4,5393.6666666667,6440.2165498832,1135.119805713,208,-0.9219730622,0.208,999,0
libevdev,26,5894.5661538462,6430.3646939247,309.7279927408,53,-1.7299002758,0.053,999,0
libevent,43,6437.4219269103,6430.5710428036,156.1311148891,483,0.0438790443,0.483,999,0
libexif,52,6459.6938159879,6432.9086892322,92.4970724341,574,0.2895781029,0.574,999,0
libexif-gtk,5,7571.2,6448.3229229229,973.225992424,873,1.1537680722,0.873,999,0
libexo,22,6490.1558441558,6444.3509656843,355.4642904866,531,0.1288592967,0.531,999,0
libexo-common,19,6613.0643274854,6456.7580914248,407.6502534085,638,0.3834322063,0.638,999,0
libexo-helpers,19,6613.0643274854,6430.4651669213,416.4122787078,649,0.4385057067,0.649,999,0
libexpat,57,6433.9523809524,6433.9523809524,0,500.5,NA,0.5005,999,0
libexpect-perl,4,7094.1666666667,6425.1828495162,1146.2632223225,635.5,0.5836214616,0.6355,999,0
libexttextcat,35,6379.512605042,6428.6805460923,231.9513939138,385,-0.2119751911,0.385,999,0
libexttextcat-data,34,6380.5115864528,6432.2704683293,232.5675026923,403,-0.2225542317,0.403,999,0
libfaad,43,6417.3599114064,6423.856057608,165.7749351186,471,-0.0391865405,0.471,999,0
libffi,56,6325.6493506494,6433.2511726012,39.1138473536,12.5,-2.7509904863,0.0125,999,1
libffmpegthumbnailer,14,6549.2967032967,6424.9968979969,520.4873861706,575,0.238814251,0.575,999,0
libfile-copy-recursive-perl,43,6211.7142857143,6436.0563553587,160.424871743,88,-1.3984244912,0.088,999,0
libflac,54,6392.3032844165,6436.3021644985,66.0332904198,246,-0.6663136094,0.246,999,0
libfltk,11,6916.6545454546,6438.6683410683,590.0992962159,792,0.8100097856,0.792,999,0
libfluidsynth,33,6475.3143939394,6419.8843730094,246.4398402899,572,0.2249231328,0.572,999,0
libfontconfig,56,6421.7311688312,6435.177027027,36.0481215803,204,-0.3729974713,0.204,999,0
libfontembed,33,5969.1628787879,6425.2914164164,249.039870188,39,-1.8315482468,0.039,999,1
libfontenc,54,6264.6764500349,6435.8360086152,65.982757464,17,-2.5940043302,0.017,999,1
libfreehand,13,6431,6461.4044557378,496.3057935936,461,-0.061261537,0.461,999,0
libfreetype,57,6433.9523809524,6433.9523809524,0,500.5,NA,0.5005,999,0
libfribidi,52,6350.1025641026,6432.6690506494,87.2949607803,179,-0.9458333655,0.179,999,0
libfs,29,6623.6896551724,6419.9279673762,284.0209897278,758,0.7174177091,0.758,999,0
libfsplib,3,6707.3333333333,6429.3380046713,1341.7978462615,564,0.2071812303,0.564,999,0
libftdi,5,7517.6,6429.5189189189,977.8162565716,852,1.1127664055,0.852,999,0
libfuse,56,6325.6493506494,6435.125964276,36.7810939135,9.5,-2.9764371306,0.0095,999,1
libgbm,39,5865.0742240216,6443.9402992736,194.9851583183,4,-2.9687699323,0.004,999,1
libgcc,57,6433.9523809524,6433.9523809524,0,500.5,NA,0.5005,999,0
libgconf,53,6449.9854862119,6430.0389576805,79.2017879082,563,0.2518444224,0.563,999,0
libgcrypt,57,6433.9523809524,6433.9523809524,0,500.5,NA,0.5005,999,0
libgd,35,5818.3260504202,6439.9616927852,232.1764417724,7,-2.6774277253,0.007,999,1
libgda,14,6780.3626373626,6424.646019646,513.4993111926,730,0.6927304671,0.73,999,0
libgdbm,56,6325.6493506494,6435.7894673895,37.5163599416,11.5,-2.9357889974,0.0115,999,1
libgdk-pixbuf,53,6465.0478955007,6435.0633623464,79.5263183865,580,0.3770391207,0.58,999,0
libgeoip,51,6190.3858823529,6434.6886808377,100.6233849112,19,-2.4278928671,0.019,999,1
libgfortran,36,6661.9587301587,6438.6406612962,219.4039161775,855,1.0178399399,0.855,999,0
libgif,48,6363.1560283688,6428.9422409999,125.2384915306,280,-0.5252874881,0.28,999,0
libgirepository,49,6187.4523809524,6433.1568796688,116.3122318196,32,-2.1124562299,0.032,999,1
libgksu,40,6448.0602564103,6429.950659634,185.2492428039,522,0.097758007,0.522,999,0
libglade,40,6389.5641025641,6440.5160801828,185.4633451075,378,-0.2747280202,0.378,999,0
libglapi-mesa,46,6302.2309178744,6434.3923952938,140.3767712344,168,-0.9414768288,0.168,999,0
libglew,33,6571.4734848485,6449.8394227561,239.1795627428,682,0.5085470543,0.682,999,0
libglib,57,6433.9523809524,6433.9523809524,0,500.5,NA,0.5005,999,0
libglibmm,45,6382.5676767677,6439.9167895168,150.6804276551,339,-0.3806009423,0.339,999,0
libglib-perl,39,6205.6302294197,6430.83653424,196.5345219751,125,-1.1458867509,0.125,999,0
libgl-mesa-dri,47,6341.5929694727,6439.656192733,127.2265238391,221,-0.7707765669,0.221,999,0
libgl-mesa-glx,49,6334.387755102,6432.377064139,117.3605105914,196,-0.8349427635,0.196,999,0
libgltf,8,6641.2857142857,6418.1943014443,733.124218208,600,0.3043023369,0.6,999,0
libglu-mesa,50,6243.6212244898,6434.5581238381,105.2370144676,57,-1.8143511607,0.057,999,0
libgmlib,13,7094.9743589744,6421.3411616745,532.765332412,909,1.2644088425,0.909,999,0
libgmp,56,6453.6584415584,6434.5915031915,38.1405871613,654.5,0.4999120304,0.6545,999,0
libgmtk,13,7094.9743589744,6424.8502091835,543.9019331329,892,1.2320679684,0.892,999,0
libgmtk-data,13,7094.9743589744,6444.6927183594,518.4447720843,904,1.2542929848,0.904,999,0
libgnome-keyring,48,6292.6276595745,6434.6076395545,123.3125438889,141,-1.1513831075,0.141,999,0
libgnome-keyring-common,42,6325.1672473868,6439.1111762169,174.0131256245,244,-0.654800771,0.244,999,0
libgnustep-base,5,6665,6418.41001001,996.5781670828,529,0.247436677,0.529,999,0
libgnutls-deb,16,6108.7166666667,6437.4476059393,448.4313122251,234,-0.7330686558,0.234,999,0
libgnutls-openssl,40,5873.7743589744,6439.0295641796,187.3234297346,3,-3.0175360659,0.003,999,1
libgomp,53,6349.3613933237,6435.5585701812,76.7575578915,138,-1.1229796677,0.138,999,0
libgpg-error,56,6325.6493506494,6434.2408180908,37.8179076829,12.5,-2.8714298092,0.0125,999,1
libgpgme,42,6621.4053426249,6434.5586783067,166.376366835,871,1.123036089,0.871,999,0
libgphoto,52,6459.6938159879,6434.7100667787,86.1763177474,588,0.2899143275,0.588,999,0
libgphoto-port,52,6459.6938159879,6439.9440964343,86.1364494149,556,0.2292841148,0.556,999,0
libgpm,54,6356.6974143955,6433.0952979534,66.9486248041,118,-1.1411419395,0.118,999,0
libgpod,34,6382.577540107,6427.3400637714,235.1943878729,423,-0.1903213936,0.423,999,0
libgpod-common,25,6077.4866666667,6442.0534467801,318.0523396066,125,-1.1462477546,0.125,999,0
libgraphite,45,6167.0929292929,6428.6729840952,147.8508819124,47,-1.7692153839,0.047,999,1
libgs,50,6270.586122449,6434.9523262038,112.8933013703,95,-1.4559429281,0.095,999,0
libgs-common,45,6263.3494949495,6438.7128421351,147.9559832539,118,-1.1852399837,0.118,999,0
libgslldbl,17,6873.5441176471,6412.1116852146,458.0259955664,848,1.007437213,0.848,999,0
libgsm,48,6299.2872340426,6444.7292017195,122.4886627999,126,-1.1873912602,0.126,999,0
libgssapi-heimdal,38,5963.0597439545,6427.9792680305,205.5566874239,15,-2.2617582036,0.015,999,1
libgssapi-krb,56,6325.6493506494,6432.6609057109,38.6665023329,7.5,-2.7675519792,0.0075,999,1
libgstreamer,54,6435.8071278826,6435.5835024403,65.9924376743,447,0.0033886526,0.447,999,0
libgstreamer-plugins-base,52,6237.8838612368,6433.4331526096,92.1622484436,32,-2.1217938437,0.032,999,1
libgtk,55,6441.6471380471,6434.5344630826,53.2687225887,409.5,0.1335244139,0.4095,999,0
libgtkglext,28,6327.3306878307,6428.826408419,304.2491663276,357,-0.3335940795,0.357,999,0
libgtkmm,45,6382.5676767677,6429.0891598669,141.6501560846,341,-0.3284252159,0.341,999,0
libgtk-perl,39,6205.6302294197,6424.1770488437,199.2921649906,147,-1.0966152103,0.147,999,0
